Description,ensembl_id,entrez_id,gene_biotype,Type
DYDC1,ENSG00000170788,143241,protein_coding,target
DYDC2,ENSG00000133665,84332,protein_coding,target
FAM213A,ENSG00000122378,84293,protein_coding,target
TSPAN14,ENSG00000108219,81619,protein_coding,target
SH2D4B,ENSG00000178217,387694,protein_coding,target
NRG3,ENSG00000185737,10718,protein_coding,target
GHITM,ENSG00000165678,27069,protein_coding,target
C10orf99,ENSG00000188373,387695,protein_coding,target
CDHR1,ENSG00000148600,92211,protein_coding,target
LRIT2,ENSG00000204033,340745,protein_coding,target
LRIT1,ENSG00000148602,26103,protein_coding,target
RGR,ENSG00000148604,5995,protein_coding,target
CCSER2,ENSG00000107771,54462,protein_coding,target
GRID1,ENSG00000182771,2894,protein_coding,target
WAPL,ENSG00000062650,23063,protein_coding,target
OPN4,ENSG00000122375,94233,protein_coding,target
LDB3,ENSG00000122367,11155,protein_coding,target
BMPR1A,ENSG00000107779,657,protein_coding,target
MMRN2,ENSG00000173269,79812,protein_coding,target
SNCG,ENSG00000173267,6623,protein_coding,target
ADIRF,ENSG00000148671,10974,protein_coding,target
FAM25A,ENSG00000188100,643161,protein_coding,target
GLUD1,ENSG00000148672,2746,protein_coding,target
FAM35A,ENSG00000122376,54537,protein_coding,target
NUTM2A,ENSG00000184923,728118,protein_coding,target
NUTM2D,ENSG00000214562,728130,protein_coding,target
MINPP1,ENSG00000107789,9562,protein_coding,target
PAPSS2,ENSG00000198682,9060,protein_coding,target
ATAD1,ENSG00000138138,84896,protein_coding,target
KLLN,ENSG00000227268,100144748,protein_coding,target
PTEN,ENSG00000171862,5728,protein_coding,target
RNLS,ENSG00000184719,55328,protein_coding,target
LIPJ,ENSG00000204022,142910,protein_coding,target
LIPF,ENSG00000182333,8513,protein_coding,target
LIPK,ENSG00000204021,643414,protein_coding,target
LIPN,ENSG00000204020,643418,protein_coding,target
LIPM,ENSG00000173239,340654,protein_coding,target
ANKRD22,ENSG00000152766,118932,protein_coding,target
STAMBPL1,ENSG00000138134,57559,protein_coding,target
ACTA2,ENSG00000107796,59,protein_coding,target
FAS,ENSG00000026103,355,protein_coding,landmark
CH25H,ENSG00000138135,9023,protein_coding,target
LIPA,ENSG00000107798,3988,protein_coding,landmark
IFIT2,ENSG00000119922,3433,protein_coding,target
IFIT3,ENSG00000119917,3437,protein_coding,target
IFIT1B,ENSG00000204010,439996,protein_coding,target
IFIT1,ENSG00000185745,3434,protein_coding,target
IFIT5,ENSG00000152778,24138,protein_coding,target
SLC16A12,ENSG00000152779,387700,protein_coding,target
PANK1,ENSG00000152782,53354,protein_coding,target
KIF20B,ENSG00000138182,9585,protein_coding,target
HTR7,ENSG00000148680,3363,protein_coding,target
RPP30,ENSG00000148688,10556,protein_coding,target
ANKRD1,ENSG00000148677,27063,protein_coding,target
PCGF5,ENSG00000180628,84333,protein_coding,target
HECTD2,ENSG00000165338,143279,protein_coding,target
PPP1R3C,ENSG00000119938,5507,protein_coding,target
TNKS2,ENSG00000107854,80351,protein_coding,target
FGFBP3,ENSG00000174721,143282,protein_coding,target
BTAF1,ENSG00000095564,9044,protein_coding,target
CPEB3,ENSG00000107864,22849,protein_coding,target
MARCH5,ENSG00000198060,54708,protein_coding,target
IDE,ENSG00000119912,3416,protein_coding,landmark
KIF11,ENSG00000138160,3832,protein_coding,target
HHEX,ENSG00000152804,3087,protein_coding,target
EXOC6,ENSG00000138190,54536,protein_coding,target
CYP26C1,ENSG00000187553,340665,protein_coding,target
CYP26A1,ENSG00000095596,1592,protein_coding,target
MYOF,ENSG00000138119,26509,protein_coding,target
CEP55,ENSG00000138180,55165,protein_coding,target
FFAR4,ENSG00000186188,338557,protein_coding,target
RBP4,ENSG00000138207,5950,protein_coding,target
PDE6C,ENSG00000095464,5146,protein_coding,target
FRA10AC1,ENSG00000148690,118924,protein_coding,target
LGI1,ENSG00000108231,9211,protein_coding,target
SLC35G1,ENSG00000176273,159371,protein_coding,target
PLCE1,ENSG00000138193,51196,protein_coding,target
NOC3L,ENSG00000173145,64318,protein_coding,target
TBC1D12,ENSG00000108239,23232,protein_coding,target
HELLS,ENSG00000119969,3070,protein_coding,target
CYP2C18,ENSG00000108242,1562,protein_coding,target
CYP2C19,ENSG00000165841,1557,protein_coding,target
CYP2C9,ENSG00000138109,1559,protein_coding,target
CYP2C8,ENSG00000138115,1558,protein_coding,target
ACSM6,ENSG00000173124,142827,protein_coding,target
PDLIM1,ENSG00000107438,9124,protein_coding,landmark
SORBS1,ENSG00000095637,10580,protein_coding,target
ALDH18A1,ENSG00000059573,5832,protein_coding,target
TCTN3,ENSG00000119977,26123,protein_coding,target
ENTPD1,ENSG00000138185,953,protein_coding,target
CC2D2B,ENSG00000188649,387707,protein_coding,target
CCNJ,ENSG00000107443,54619,protein_coding,target
ZNF518A,ENSG00000177853,9849,protein_coding,target
BLNK,ENSG00000095585,29760,protein_coding,target
DNTT,ENSG00000107447,1791,protein_coding,target
OPALIN,ENSG00000197430,93377,protein_coding,target
TLL2,ENSG00000095587,7093,protein_coding,target
TM9SF3,ENSG00000077147,56889,protein_coding,landmark
PIK3AP1,ENSG00000155629,118788,protein_coding,target
LCOR,ENSG00000196233,84458,protein_coding,target
SLIT1,ENSG00000187122,6585,protein_coding,target
ARHGAP19,ENSG00000213390,84986,protein_coding,target
FRAT1,ENSG00000165879,10023,protein_coding,target
FRAT2,ENSG00000181274,23401,protein_coding,target
RRP12,ENSG00000052749,23223,protein_coding,landmark
PGAM1,ENSG00000171314,5223,protein_coding,landmark
EXOSC1,ENSG00000171311,51013,protein_coding,target
ZDHHC16,ENSG00000171307,84287,protein_coding,target
MMS19,ENSG00000155229,64210,protein_coding,target
UBTD1,ENSG00000165886,80019,protein_coding,target
ANKRD2,ENSG00000165887,26287,protein_coding,target
HOGA1,ENSG00000241935,112817,protein_coding,target
C10orf62,ENSG00000203942,414157,protein_coding,target
MORN4,ENSG00000171160,118812,protein_coding,target
PI4K2A,ENSG00000155252,55361,protein_coding,target
AVPI1,ENSG00000119986,60370,protein_coding,target
MARVELD1,ENSG00000155254,83742,protein_coding,target
ZFYVE27,ENSG00000155256,118813,protein_coding,target
SFRP5,ENSG00000120057,6425,protein_coding,target
GOLGA7B,ENSG00000155265,401647,protein_coding,target
CRTAC1,ENSG00000095713,55118,protein_coding,target
R3HCC1L,ENSG00000166024,27291,protein_coding,target
LOXL4,ENSG00000138131,84171,protein_coding,target
PYROXD2,ENSG00000119943,84795,protein_coding,target
HPS1,ENSG00000107521,3257,protein_coding,target
HPSE2,ENSG00000172987,60495,protein_coding,target
CNNM1,ENSG00000119946,26507,protein_coding,target
GOT1,ENSG00000120053,2805,protein_coding,target
NKX2-3,ENSG00000119919,159296,protein_coding,target
SLC25A28,ENSG00000155287,81894,protein_coding,target
ENTPD7,ENSG00000198018,57089,protein_coding,target
COX15,ENSG00000014919,1355,protein_coding,target
CUTC,ENSG00000119929,51076,protein_coding,target
ABCC2,ENSG00000023839,1244,protein_coding,target
DNMBP,ENSG00000107554,23268,protein_coding,target
CPN1,ENSG00000120054,1369,protein_coding,target
ERLIN1,ENSG00000107566,10613,protein_coding,target
CHUK,ENSG00000213341,1147,protein_coding,target
CWF19L1,ENSG00000095485,55280,protein_coding,target
BLOC1S2,ENSG00000196072,282991,protein_coding,target
PKD2L1,ENSG00000107593,9033,protein_coding,target
SCD,ENSG00000099194,6319,protein_coding,target
WNT8B,ENSG00000075290,7479,protein_coding,target
SEC31B,ENSG00000075826,25956,protein_coding,target
NDUFB8,ENSG00000166136,4714,protein_coding,target
HIF1AN,ENSG00000166135,55662,protein_coding,target
PAX2,ENSG00000075891,5076,protein_coding,target
SLF2,ENSG00000119906,55719,protein_coding,target
MRPL43,ENSG00000055950,84545,protein_coding,target
SEMA4G,ENSG00000095539,57715,protein_coding,target
TWNK,ENSG00000107815,56652,protein_coding,target
LZTS2,ENSG00000107816,84445,protein_coding,target
PDZD7,ENSG00000186862,79955,protein_coding,target
SFXN3,ENSG00000107819,81855,protein_coding,target
KAZALD1,ENSG00000107821,81621,protein_coding,target
TLX1,ENSG00000107807,3195,protein_coding,target
LBX1,ENSG00000138136,10660,protein_coding,target
BTRC,ENSG00000166167,8945,protein_coding,target
DPCD,ENSG00000166171,25911,protein_coding,target
POLL,ENSG00000166169,27343,protein_coding,target
FBXW4,ENSG00000107829,6468,protein_coding,target
FGF8,ENSG00000107831,2253,protein_coding,target
NPM3,ENSG00000107833,10360,protein_coding,target
MGEA5,ENSG00000198408,10724,protein_coding,target
KCNIP2,ENSG00000120049,30819,protein_coding,target
C10orf76,ENSG00000120029,79591,protein_coding,target
HPS6,ENSG00000166189,79803,protein_coding,target
LDB1,ENSG00000198728,8861,protein_coding,target
PPRC1,ENSG00000148840,23082,protein_coding,target
NOLC1,ENSG00000166197,9221,protein_coding,landmark
ELOVL3,ENSG00000119915,83401,protein_coding,target
PITX3,ENSG00000107859,5309,protein_coding,target
GBF1,ENSG00000107862,8729,protein_coding,target
NFKB2,ENSG00000077150,4791,protein_coding,landmark
PSD,ENSG00000059915,5662,protein_coding,target
FBXL15,ENSG00000107872,79176,protein_coding,target
CUEDC2,ENSG00000107874,79004,protein_coding,target
C10orf95,ENSG00000120055,79946,protein_coding,target
MFSD13A,ENSG00000138111,79847,protein_coding,target
ACTR1A,ENSG00000138107,10121,protein_coding,target
SUFU,ENSG00000107882,51684,protein_coding,target
TRIM8,ENSG00000171206,81603,protein_coding,target
ARL3,ENSG00000138175,403,protein_coding,target
SFXN2,ENSG00000156398,118980,protein_coding,target
WBP1L,ENSG00000166272,54838,protein_coding,target
CYP17A1,ENSG00000148795,1586,protein_coding,target
BORCS7,ENSG00000166275,119032,protein_coding,target
AS3MT,ENSG00000214435,57412,protein_coding,target
CNNM2,ENSG00000148842,54805,protein_coding,target
NT5C2,ENSG00000076685,22978,protein_coding,target
RPEL1,ENSG00000235376,729020,protein_coding,target
INA,ENSG00000148798,9118,protein_coding,target
PCGF6,ENSG00000156374,84108,protein_coding,target
TAF5,ENSG00000148835,6877,protein_coding,target
USMG5,ENSG00000173915,84833,protein_coding,target
PDCD11,ENSG00000148843,22984,protein_coding,target
CALHM2,ENSG00000138172,51063,protein_coding,target
CALHM1,ENSG00000185933,255022,protein_coding,target
CALHM3,ENSG00000183128,119395,protein_coding,target
NEURL1,ENSG00000107954,9148,protein_coding,target
SH3PXD2A,ENSG00000107957,9644,protein_coding,target
STN1,ENSG00000107960,79991,protein_coding,target
SLK,ENSG00000065613,9748,protein_coding,target
COL17A1,ENSG00000065618,1308,protein_coding,target
SFR1,ENSG00000156384,119392,protein_coding,target
CFAP43,ENSG00000197748,80217,protein_coding,target
GSTO1,ENSG00000148834,9446,protein_coding,target
GSTO2,ENSG00000065621,119391,protein_coding,target
ITPRIP,ENSG00000148841,85450,protein_coding,target
CFAP58,ENSG00000120051,159686,protein_coding,target
SORCS3,ENSG00000156395,22986,protein_coding,target
SORCS1,ENSG00000108018,114815,protein_coding,target
XPNPEP1,ENSG00000108039,7511,protein_coding,landmark
ADD3,ENSG00000148700,120,protein_coding,target
MXI1,ENSG00000119950,4601,protein_coding,target
SMNDC1,ENSG00000119953,10285,protein_coding,landmark
DUSP5,ENSG00000138166,1847,protein_coding,target
SMC3,ENSG00000108055,9126,protein_coding,landmark
RBM20,ENSG00000203867,282996,protein_coding,target
PDCD4,ENSG00000150593,27250,protein_coding,target
BBIP1,ENSG00000214413,92482,protein_coding,target
SHOC2,ENSG00000108061,8036,protein_coding,target
ADRA2A,ENSG00000150594,150,protein_coding,target
GPAM,ENSG00000119927,57678,protein_coding,target
TECTB,ENSG00000119913,6975,protein_coding,target
ACSL5,ENSG00000197142,51703,protein_coding,target
ZDHHC6,ENSG00000023041,64429,protein_coding,landmark
VTI1A,ENSG00000151532,143187,protein_coding,target
TCF7L2,ENSG00000148737,6934,protein_coding,target
HABP2,ENSG00000148702,3026,protein_coding,target
NRAP,ENSG00000197893,4892,protein_coding,target
CASP7,ENSG00000165806,840,protein_coding,landmark
PLEKHS1,ENSG00000148735,79949,protein_coding,target
DCLRE1A,ENSG00000198924,9937,protein_coding,target
NHLRC2,ENSG00000196865,374354,protein_coding,target
ADRB1,ENSG00000043591,153,protein_coding,target
CCDC186,ENSG00000165813,55088,protein_coding,target
TDRD1,ENSG00000095627,56165,protein_coding,target
VWA2,ENSG00000165816,340706,protein_coding,target
AFAP1L2,ENSG00000169129,84632,protein_coding,target
ABLIM1,ENSG00000099204,3983,protein_coding,target
FAM160B1,ENSG00000151553,57700,protein_coding,target
TRUB1,ENSG00000165832,142940,protein_coding,target
ATRNL1,ENSG00000107518,26033,protein_coding,target
GFRA1,ENSG00000151892,2674,protein_coding,target
CCDC172,ENSG00000182645,374355,protein_coding,target
PNLIPRP3,ENSG00000203837,119548,protein_coding,target
PNLIP,ENSG00000175535,5406,protein_coding,target
PNLIPRP1,ENSG00000187021,5407,protein_coding,target
C10orf82,ENSG00000165863,143379,protein_coding,target
HSPA12A,ENSG00000165868,259217,protein_coding,target
ENO4,ENSG00000188316,387712,protein_coding,target
SHTN1,ENSG00000187164,57698,protein_coding,target
VAX1,ENSG00000148704,11023,protein_coding,target
KCNK18,ENSG00000186795,338567,protein_coding,target
SLC18A2,ENSG00000165646,6571,protein_coding,target
PDZD8,ENSG00000165650,118987,protein_coding,target
EMX2,ENSG00000170370,2018,protein_coding,target
RAB11FIP2,ENSG00000107560,22841,protein_coding,landmark
FAM204A,ENSG00000165669,63877,protein_coding,target
PRLHR,ENSG00000119973,2834,protein_coding,target
CACUL1,ENSG00000151893,143384,protein_coding,target
NANOS1,ENSG00000188613,340719,protein_coding,target
EIF3A,ENSG00000107581,8661,protein_coding,target
FAM45A,ENSG00000119979,404636,protein_coding,target
SFXN4,ENSG00000183605,119559,protein_coding,target
PRDX3,ENSG00000165672,10935,protein_coding,target
GRK5,ENSG00000198873,2869,protein_coding,target
RGS10,ENSG00000148908,6001,protein_coding,target
TIAL1,ENSG00000151923,7073,protein_coding,target
BAG3,ENSG00000151929,9531,protein_coding,landmark
INPP5F,ENSG00000198825,22876,protein_coding,target
MCMBP,ENSG00000197771,79892,protein_coding,target
SEC23IP,ENSG00000107651,11196,protein_coding,target
PLPP4,ENSG00000203805,196051,protein_coding,target
WDR11,ENSG00000120008,55717,protein_coding,target
FGFR2,ENSG00000066468,2263,protein_coding,landmark
ATE1,ENSG00000107669,11101,protein_coding,target
NSMCE4A,ENSG00000107672,54780,protein_coding,target
TACC2,ENSG00000138162,10579,protein_coding,target
BTBD16,ENSG00000138152,118663,protein_coding,target
PLEKHA1,ENSG00000107679,59338,protein_coding,target
ARMS2,ENSG00000254636,387715,protein_coding,target
HTRA1,ENSG00000166033,5654,protein_coding,landmark
DMBT1,ENSG00000187908,1755,protein_coding,target
C10orf120,ENSG00000183559,399814,protein_coding,target
CUZD1,ENSG00000138161,50624,protein_coding,target
FAM24B,ENSG00000213185,196792,protein_coding,target
FAM24A,ENSG00000203795,118670,protein_coding,target
C10orf88,ENSG00000119965,80007,protein_coding,target
PSTK,ENSG00000179988,118672,protein_coding,target
IKZF5,ENSG00000095574,64376,protein_coding,target
ACADSB,ENSG00000196177,36,protein_coding,target
HMX3,ENSG00000188620,340784,protein_coding,target
HMX2,ENSG00000188816,3167,protein_coding,target
BUB3,ENSG00000154473,9184,protein_coding,target
GPR26,ENSG00000154478,2849,protein_coding,target
CPXM2,ENSG00000121898,119587,protein_coding,target
CHST15,ENSG00000182022,51363,protein_coding,target
OAT,ENSG00000065154,4942,protein_coding,target
NKX1-2,ENSG00000229544,390010,protein_coding,target
LHPP,ENSG00000107902,64077,protein_coding,target
FAM53B,ENSG00000189319,9679,protein_coding,target
METTL10,ENSG00000203791,399818,protein_coding,target
FAM175B,ENSG00000165660,23172,protein_coding,target
ZRANB1,ENSG00000019995,54764,protein_coding,target
CTBP2,ENSG00000175029,1488,protein_coding,target
TEX36,ENSG00000175018,387718,protein_coding,target
EDRF1,ENSG00000107938,26098,protein_coding,target
MMP21,ENSG00000154485,118856,protein_coding,target
UROS,ENSG00000188690,7390,protein_coding,target
BCCIP,ENSG00000107949,56647,protein_coding,target
DHX32,ENSG00000089876,55760,protein_coding,target
FANK1,ENSG00000203780,92565,protein_coding,target
ADAM12,ENSG00000148848,8038,protein_coding,target
C10orf90,ENSG00000154493,118611,protein_coding,target
DOCK1,ENSG00000150760,1793,protein_coding,target
FAM196A,ENSG00000188916,642938,protein_coding,target
NPS,ENSG00000214285,594857,protein_coding,target
FOXI2,ENSG00000186766,399823,protein_coding,target
CLRN3,ENSG00000180745,119467,protein_coding,target
PTPRE,ENSG00000132334,5791,protein_coding,target
MKI67,ENSG00000148773,4288,protein_coding,target
MGMT,ENSG00000170430,4255,protein_coding,target
EBF3,ENSG00000108001,253738,protein_coding,target
LINC00959,ENSG00000237489,387723,protein_coding,target
GLRX3,ENSG00000108010,10539,protein_coding,target
TCERG1L,ENSG00000176769,256536,protein_coding,target
PPP2R2D,ENSG00000175470,55844,protein_coding,target
BNIP3,ENSG00000176171,664,protein_coding,landmark
JAKMIP3,ENSG00000188385,282973,protein_coding,target
DPYSL4,ENSG00000151640,10570,protein_coding,target
STK32C,ENSG00000165752,282974,protein_coding,target
LRRC27,ENSG00000148814,80313,protein_coding,target
PWWP2B,ENSG00000171813,170394,protein_coding,target
INPP5A,ENSG00000068383,3632,protein_coding,target
NKX6-2,ENSG00000148826,84504,protein_coding,target
CFAP46,ENSG00000171811,54777,protein_coding,target
ADGRA1,ENSG00000197177,84435,protein_coding,target
KNDC1,ENSG00000171798,85442,protein_coding,target
UTF1,ENSG00000171794,8433,protein_coding,target
VENTX,ENSG00000151650,27287,protein_coding,target
ADAM8,ENSG00000151651,101,protein_coding,target
TUBGCP2,ENSG00000130640,10844,protein_coding,target
ZNF511,ENSG00000198546,118472,protein_coding,target
CALY,ENSG00000130643,50632,protein_coding,target
PRAP1,ENSG00000165828,118471,protein_coding,target
FUOM,ENSG00000148803,282969,protein_coding,target
ECHS1,ENSG00000127884,1892,protein_coding,target
PAOX,ENSG00000148832,196743,protein_coding,target
MTG1,ENSG00000148824,92170,protein_coding,target
SPRN,ENSG00000203772,503542,protein_coding,target
SCART1,ENSG00000214279,619207,protein_coding,target
CYP2E1,ENSG00000130649,1571,protein_coding,target
SYCE1,ENSG00000171772,93426,protein_coding,target
FRG2B,ENSG00000225899,441581,protein_coding,target
BET1L,ENSG00000177951,51272,protein_coding,target
SCGB1C1,ENSG00000188076,147199,protein_coding,target
ODF3,ENSG00000177947,113746,protein_coding,target
RIC8A,ENSG00000177963,60626,protein_coding,target
SIRT3,ENSG00000142082,23410,protein_coding,landmark
PSMD13,ENSG00000185627,5719,protein_coding,target
NLRP6,ENSG00000174885,171389,protein_coding,target
PGGHG,ENSG00000142102,80162,protein_coding,target
IFITM5,ENSG00000206013,387733,protein_coding,target
IFITM2,ENSG00000185201,10581,protein_coding,target
IFITM1,ENSG00000185885,8519,protein_coding,target
IFITM3,ENSG00000142089,10410,protein_coding,target
B4GALNT4,ENSG00000182272,338707,protein_coding,target
PKP3,ENSG00000184363,11187,protein_coding,target
SIGIRR,ENSG00000185187,59307,protein_coding,target
ANO9,ENSG00000185101,338440,protein_coding,target
PTDSS2,ENSG00000174915,81490,protein_coding,target
RNH1,ENSG00000023191,6050,protein_coding,landmark
HRAS,ENSG00000174775,3265,protein_coding,target
LRRC56,ENSG00000161328,115399,protein_coding,target
LMNTD2,ENSG00000185522,256329,protein_coding,target
RASSF7,ENSG00000099849,8045,protein_coding,target
PHRF1,ENSG00000070047,57661,protein_coding,target
IRF7,ENSG00000185507,3665,protein_coding,target
CDHR5,ENSG00000099834,53841,protein_coding,target
SCT,ENSG00000070031,6343,protein_coding,target
DRD4,ENSG00000069696,1815,protein_coding,target
DEAF1,ENSG00000177030,10522,protein_coding,target
EPS8L2,ENSG00000177106,64787,protein_coding,target
TMEM80,ENSG00000177042,283232,protein_coding,target
TALDO1,ENSG00000177156,6888,protein_coding,target
PDDC1,ENSG00000177225,347862,protein_coding,target
CEND1,ENSG00000184524,51286,protein_coding,target
SLC25A22,ENSG00000177542,79751,protein_coding,target
PIDD1,ENSG00000177595,55367,protein_coding,target
RPLP2,ENSG00000177600,6181,protein_coding,target
PNPLA2,ENSG00000177666,57104,protein_coding,target
CRACR2B,ENSG00000177685,283229,protein_coding,target
CD151,ENSG00000177697,977,protein_coding,target
POLR2L,ENSG00000177700,5441,protein_coding,target
TSPAN4,ENSG00000214063,7106,protein_coding,landmark
CHID1,ENSG00000177830,66005,protein_coding,target
AP2A2,ENSG00000183020,161,protein_coding,target
MUC6,ENSG00000184956,4588,protein_coding,target
MUC2,ENSG00000198788,4583,protein_coding,target
MUC5AC,ENSG00000215182,4586,protein_coding,target
MUC5B,ENSG00000117983,727897,protein_coding,target
TOLLIP,ENSG00000078902,54472,protein_coding,target
BRSK2,ENSG00000174672,9024,protein_coding,target
MOB2,ENSG00000182208,81532,protein_coding,target
DUSP8,ENSG00000184545,1850,protein_coding,target
KRTAP5-1,ENSG00000205869,387264,protein_coding,target
KRTAP5-2,ENSG00000205867,440021,protein_coding,target
KRTAP5-3,ENSG00000196224,387266,protein_coding,target
KRTAP5-4,ENSG00000241598,387267,protein_coding,target
KRTAP5-5,ENSG00000185940,439915,protein_coding,target
KRTAP5-6,ENSG00000205864,440023,protein_coding,target
IFITM10,ENSG00000244242,402778,protein_coding,target
CTSD,ENSG00000117984,1509,protein_coding,landmark
SYT8,ENSG00000149043,90019,protein_coding,target
TNNI2,ENSG00000130598,7136,protein_coding,target
LSP1,ENSG00000130592,4046,protein_coding,target
TNNT3,ENSG00000130595,7140,protein_coding,target
MRPL23,ENSG00000214026,6150,protein_coding,target
IGF2,ENSG00000167244,3481,protein_coding,target
INS-IGF2,ENSG00000129965,723961,protein_coding,target
INS,ENSG00000254647,3630,protein_coding,target
TH,ENSG00000180176,7054,protein_coding,target
ASCL2,ENSG00000183734,430,protein_coding,target
C11orf21,ENSG00000110665,29125,protein_coding,target
TSPAN32,ENSG00000064201,10077,protein_coding,target
CD81,ENSG00000110651,975,protein_coding,target
TSSC4,ENSG00000184281,10078,protein_coding,target
TRPM5,ENSG00000070985,29850,protein_coding,target
KCNQ1,ENSG00000053918,3784,protein_coding,target
CDKN1C,ENSG00000129757,1028,protein_coding,target
SLC22A18,ENSG00000110628,5002,protein_coding,target
PHLDA2,ENSG00000181649,7262,protein_coding,target
NAP1L4,ENSG00000205531,4676,protein_coding,target
CARS,ENSG00000110619,833,protein_coding,target
OSBPL5,ENSG00000021762,114879,protein_coding,target
MRGPRG,ENSG00000182170,386746,protein_coding,target
MRGPRE,ENSG00000184350,116534,protein_coding,target
ZNF195,ENSG00000005801,7748,protein_coding,target
ART5,ENSG00000167311,116969,protein_coding,target
ART1,ENSG00000129744,417,protein_coding,target
CHRNA10,ENSG00000129749,57053,protein_coding,target
NUP98,ENSG00000110713,4928,protein_coding,target
PGAP2,ENSG00000148985,27315,protein_coding,target
RHOG,ENSG00000177105,391,protein_coding,target
STIM1,ENSG00000167323,6786,protein_coding,target
RRM1,ENSG00000167325,6240,protein_coding,target
OR52B4,ENSG00000221996,143496,protein_coding,target
TRIM21,ENSG00000132109,6737,protein_coding,target
OR52K2,ENSG00000181963,119774,protein_coding,target
OR52K1,ENSG00000196778,390036,protein_coding,target
OR52M1,ENSG00000197790,119772,protein_coding,target
OR52I2,ENSG00000226288,143502,protein_coding,target
OR52I1,ENSG00000232268,390037,protein_coding,target
TRIM68,ENSG00000167333,55128,protein_coding,target
OR51D1,ENSG00000197428,390038,protein_coding,target
OR51E1,ENSG00000180785,143503,protein_coding,target
OR51E2,ENSG00000167332,81285,protein_coding,target
MMP26,ENSG00000167346,56547,protein_coding,target
OR51F2,ENSG00000176925,119694,protein_coding,target
OR51S1,ENSG00000176922,119692,protein_coding,target
OR51T1,ENSG00000176900,401665,protein_coding,target
OR51A7,ENSG00000176895,119687,protein_coding,target
OR51G2,ENSG00000176893,81282,protein_coding,target
OR51A4,ENSG00000205497,401666,protein_coding,target
OR51A2,ENSG00000205496,401667,protein_coding,target
OR51L1,ENSG00000176798,119682,protein_coding,target
OR52J3,ENSG00000205495,119679,protein_coding,target
OR52E2,ENSG00000176787,119678,protein_coding,target
OR52E1,ENSG00000273085,79296,polymorphic_pseudogene,target
OR52A5,ENSG00000171944,390054,protein_coding,target
OR52A1,ENSG00000182070,23538,protein_coding,target
OR51V1,ENSG00000176742,283111,protein_coding,target
HBB,ENSG00000244734,3043,protein_coding,target
HBD,ENSG00000223609,3045,protein_coding,target
HBG1,ENSG00000213934,3047,protein_coding,target
HBG2,ENSG00000196565,3048,protein_coding,target
HBE1,ENSG00000213931,3046,protein_coding,target
OR51B4,ENSG00000183251,79339,protein_coding,target
AC104389.28,ENSG00000167355,282763,protein_coding,target
OR51B6,ENSG00000176239,390058,protein_coding,target
OR51M1,ENSG00000184698,390059,protein_coding,target
OR51Q1,ENSG00000167360,390061,protein_coding,target
OR51I1,ENSG00000167359,390063,protein_coding,target
OR51I2,ENSG00000187918,390064,protein_coding,target
OR52D1,ENSG00000181609,390066,protein_coding,target
UBQLN3,ENSG00000175520,50613,protein_coding,target
UBQLNL,ENSG00000175518,143630,protein_coding,target
OR52H1,ENSG00000181616,390067,protein_coding,target
OR52B6,ENSG00000187747,340980,protein_coding,target
TRIM6,ENSG00000121236,117854,protein_coding,target
TRIM34,ENSG00000258659,53840,protein_coding,target
TRIM5,ENSG00000132256,85363,protein_coding,target
TRIM22,ENSG00000132274,10346,protein_coding,target
OR56B1,ENSG00000181023,387748,protein_coding,target
OR52N4,ENSG00000181074,390072,protein_coding,target
OR52N5,ENSG00000181009,390075,protein_coding,target
OR52N1,ENSG00000181001,79473,protein_coding,target
OR52N2,ENSG00000180988,390077,protein_coding,target
OR52E6,ENSG00000205409,390078,protein_coding,target
OR52E8,ENSG00000183269,390079,protein_coding,target
OR52E4,ENSG00000180974,390081,protein_coding,target
OR56A3,ENSG00000184478,390083,protein_coding,target
OR56A5,ENSG00000188691,390084,protein_coding,target
OR52L1,ENSG00000183313,338751,protein_coding,target
OR56A4,ENSG00000183389,120793,protein_coding,target
OR56A1,ENSG00000180934,120796,protein_coding,target
OR56B4,ENSG00000180919,196335,protein_coding,target
OR52B2,ENSG00000255307,255725,protein_coding,target
OR52W1,ENSG00000175485,120787,protein_coding,target
C11orf42,ENSG00000180878,160298,protein_coding,target
FAM160A2,ENSG00000051009,84067,protein_coding,target
CNGA4,ENSG00000132259,1262,protein_coding,target
CCKBR,ENSG00000110148,887,protein_coding,target
PRKCDBP,ENSG00000170955,112464,protein_coding,target
SMPD1,ENSG00000166311,6609,protein_coding,target
APBB1,ENSG00000166313,322,protein_coding,target
HPX,ENSG00000110169,3263,protein_coding,target
TRIM3,ENSG00000110171,10612,protein_coding,target
ARFIP2,ENSG00000132254,23647,protein_coding,landmark
TIMM10B,ENSG00000132286,26515,protein_coding,target
DNHD1,ENSG00000179532,144132,protein_coding,target
RRP8,ENSG00000132275,23378,protein_coding,landmark
ILK,ENSG00000166333,3611,protein_coding,landmark
TAF10,ENSG00000166337,6881,protein_coding,target
TPP1,ENSG00000166340,1200,protein_coding,target
DCHS1,ENSG00000166341,8642,protein_coding,target
MRPL17,ENSG00000158042,63875,protein_coding,target
OR2AG2,ENSG00000188124,338755,protein_coding,target
OR6A2,ENSG00000184933,8590,protein_coding,target
OR10A5,ENSG00000166363,144124,protein_coding,target
OR10A2,ENSG00000170790,341276,protein_coding,target
OR10A4,ENSG00000170782,283297,protein_coding,target
OR2D2,ENSG00000166368,120776,protein_coding,target
OR2D3,ENSG00000178358,120775,protein_coding,target
